"Idiom","Pinyin","Letter","Explanation","Synonym"
"予智予雄","yú zhì yú xióng","yu zhi yu xiong","自以为聪明和英雄。形容妄自尊大。",""
"有志之士","yǒu zhì zhī shì","you zhi zhi shi","士对人的尊称。指有理想有抱负的人。",""
"牖中窥日","yǒu zhōng kuī rì","you zhong kui ri","牖：窗户。隔着窗子看太阳。比喻见识不广。",""
"有枝添叶","yǒu zhī tiān yè","you zhi tian ye","比喻叙述事情或转述别人的话，为了夸大，添上原来没有的内容。",""
"玉柱擎天","yù zhù qíng tiān","yu zhu qing tian","指栋梁之材可任天下大事。",""
"玉卮无当","yù zhī wú dàng","yu zhi wu dang","卮：古代盛酒的器皿；当：底。玉杯没有底。后比喻事物华丽而不合实用。",""
"喻之以理","yù zhī yǐ lǐ","yu zhi yi li","喻晓喻，开导。用道理来开导说服人。",""
"有枝有叶","yǒu zhī yǒu yè","you zhi you ye","形容真切详尽。",""
"余子碌碌","yú zǐ lù lù","yu zi lu lu","余子其他的人。指其他人平庸无能，表示对别人的轻视。",""
"玉走金飞","yù zǒu jīn fēi","yu zou jin fei","指日月如飞。比喻时光易逝。玉，玉兔，指月亮。金，金乌，指太阳。",""
"有嘴没舌","yǒu zuǐ méi shé","you zui mei she","形容不善言辞。",""
"有嘴没心","yǒu zuǐ méi xīn","you zui mei xin","指不是有心说的。同有嘴无心”。",""
"有嘴无心","yǒu zuǐ wú xīn","you zui wu xin","犹言有口无心。指不是有心说的。",""
"毓子孕孙","yù zǐ yùn sūn","yu zi yun sun","毓养育。繁衍子孙。",""
"一望而知","yī wàng ér zhī","yi wang er zhi","一看就明白。",""
"一望无边","yī wàng wú biān","yi wang wu bian","一眼看不到边际，形容地域十分辽阔。",""
"一望无际","yī wàng wú jì","yi wang wu ji","际：边。一眼望不到边。形容非常辽阔。",""
"一望无垠","yī wàng wú yín","yi wang wu yin","辽远广阔，看不到边际。",""
"以为后图","yǐ wéi hòu tú","yi wei hou tu","为以后作打算。",""
"一苇可航","yī wěi kě háng","yi wei ke hang","一苇一捆芦苇。用一捆芦苇作成一只小船就可以通行过去。①比喻水面相隔很近，不难渡过。亦作航一苇”。②比喻用微薄之力就可以把事情解决。",""
"依违两可","yī wéi liǎng kě","yi wei liang ke","依：赞成；违：反对；两可：二者都可以。指对问题态度犹豫，没有确定的意见。",""
"以伪乱真","yǐ wěi luàn zhēn","yi wei luan zhen","把假的混在真的里面，使真假不分。",""
"以微知着","yǐ wēi zhī zhù","yi wei zhi zhu","微微小；着显着。从事物露出的苗头，可以推知它的发展趋向或他的实质。",""
"以微知著","yǐ wēi zhī zhù","yi wei zhi zhu","微微小；著显著。从事物露出的苗头，可以推知它的发展趋向或他的实质。",""
"一文不名","yī wén bù míng","yi wen bu ming","一个钱都没有。",""
"一文不值","yī wén bù zhí","yi wen bu zhi","指毫无价值。",""
"以文害辞","yǐ wén hài cí","yi wen hai ci","指拘于文字而误解整个语句的意义。",""
"以文会友","yǐ wén huì yǒu","yi wen hui you","指通过文字来结交朋友。",""
"以文乱法","yǐ wén luàn fǎ","yi wen luan fa","文：指儒家的经典。引用儒家的经典，非议国家法令。",""
"一闻千悟","yī wén qiān wù","yi wen qian wu","形容悟性极高。指略一指点，即完全了悟。",""
"一文如命","yī wén rú mìng","yi wen ru ming","把一文钱看得象性命那样重。比喻极端吝啬。同一钱如命”。",""
"一网打尽","yī wǎng dǎ jìn","yi wang da jin","比喻一个不漏地全部抓住或彻底肃清。",""
"一往而深","yī wǎng ér shēn","yi wang er shen","指对人或对事物顷注了很深的感情，向往而不能克制。同一往情深”。",""
"以往鉴来","yǐ wǎng jiàn lái","yi wang jian lai","用过去的经验教训作为以后办事的借鉴。",""
"一网尽扫","yī wǎng jìn sǎo","yi wang jin sao","犹一网打尽。比喻一个不漏地全部抓住或彻底肃清。",""
"一往情深","yī wǎng qíng shēn","yi wang qing shen","指对人或对事物顷注了很深的感情，向往而不能克制。",""
"一往无前","yī wǎng wú qián","yi wang wu qian","一直往前，无所阻挡。形容勇猛无畏地前进。",""
"一往直前","yī wǎng zhí qián","yi wang zhi qian","形容勇猛无畏地前进。同一往无前”。",""
"一卧不起","yī wò bù qǐ","yi wo bu qi","指一生病就没有好转。",""
"雨卧风餐","yǔ wò fēng cān","yu wo feng can","风口处吃饭，雨地里住宿。形容生活飘泊不定。",""
"一物不知","yī wù bù zhī","yi wu bu zhi","对某一事物有所不知。比喻知识尚有欠缺。",""
"一无长物","yī wú cháng wù","yi wu chang wu","一无：全无；长物：多余的东西。除一身之外再没有多余的东西。原指生活俭朴。现形容贫穷。",""
"一无可取","yī wú kě qǔ","yi wu ke qu","没有一点儿可以肯定的地方。",""
"语无伦次","yǔ wú lún cì","yu wu lun ci","伦次：条理。话讲得乱七八糟，毫无次序。",""
"语无诠次","yǔ wú quán cì","yu wu quan ci","言辞未加选择和斟酌。",""
"一无是处","yī wú shì chù","yi wu shi chu","是：对，正确。没有一点儿对的或好的地方。",""
"一无所长","yī wú suǒ cháng","yi wu suo chang","没有一点儿专长。",""
"一无所成","yī wú suǒ chéng","yi wu suo cheng","一点没有成就。",""
"一无所得","yī wú suǒ dé","yi wu suo de","什么也没有得到。形容毫无收获。",""
"一无所获","yī wú suǒ huò","yi wu suo huo","一无全无。什么东西都没有获得。",""
"一无所能","yī wú suǒ néng","yi wu suo neng","什么能耐也没有。",""
"一无所取","yī wú suǒ qǔ","yi wu suo qu","原指一点都没拿。后也形容什么都未得到。",""
"一无所求","yī wú suǒ qiú","yi wu suo qiu","指没有什么要求或需要。",""
"一无所闻","yī wú suǒ wén","yi wu suo wen","一点也没有听说，丝毫也不知道。",""
"一无所有","yī wú suǒ yǒu","yi wu suo you","什么也没有。指钱财，也指成绩、知识。",""
"一无所知","yī wú suǒ zhī","yi wu suo zhi","什么也不知道。",""
"与物无竞","yǔ wù wú jìng","yu wu wu jing","指与世人无所争竞。",""
"与物无忤","yǔ wù wú wǔ","yu wu wu wu","指处世态度随和，与人无所抵触。",""
"一五一十","yī wú yī shí","yi wu yi shi","五、十：计数单位。五个十个地将数目点清。比喻叙述从头到尾，源源本本，没有遗漏。也形容查点数目。",""
"一误再误","yī wù zài wù","yi wu zai wu","一次又一次的失误。形容屡被耽误或屡犯错误。",""
"禹惜寸阴","yǔ xī cùn yīn","yu xi cun yin","指禹勤于治水，爱惜光阴之事。",""
"衣香鬓影","yī xiāng bìn yǐng","yi xiang bin ying","形容妇女的衣着穿戴十分华丽（多指人多的场合）。借指妇女。",""
"一厢情原","yī xiāng qíng yuán","yi xiang qing yuan","指单方面的愿望或不考虑客观实际情况的主观意愿。同一相情原”。",""
"一相情原","yī xiāng qíng yuán","yi xiang qing yuan","指单方面的愿望或不考虑客观实际情况的主观意愿。亦作一厢情原”。",""
"一厢情愿","yī xiāng qíng yuàn","yi xiang qing yuan","指单方面的愿望或不考虑客观实际情况的主观意愿。同一相情愿”。",""
"一相情愿","yī xiāng qíng yuàn","yi xiang qing yuan","一相：也作“一厢”，一方面。指只是单方面的愿望，没有考虑对方是否同意，或客观条件是否具备。",""
"一献三酬","yī xiàn sān chóu","yi xian san chou","指人臣过蒙宠幸。亦作一献三售”。",""
"一献三售","yī xiàn sān shòu","yi xian san shou","指人臣过蒙宠幸。同一献三酬”。",""
"一线生机","yī xiàn shēng jī","yi xian sheng ji","线微小；生机生存的机会。还有一点儿生存的希望。",""
"一现昙华","yī xiàn tán huā","yi xian tan hua","比喻事物或人物一出现就很快消失。华，同花”。",""
"一线之路","yī xiàn zhī lù","yi xian zhi lu","指一条活路。",""
"一笑百媚","yī xiào bǎi mèi","yi xiao bai mei","形容美人的笑态。",""
"一笑了事","yī xiào le shì","yi xiao le shi","笑一笑就算了事，指不予重视。同一笑了之”。",""
"一笑了之","yī xiào liǎo zhī","yi xiao liao zhi","笑一笑就算了事，指不予重视。",""
"一笑千金","yī xiào qiān jīn","yi xiao qian jin","美女一笑，价值千金。形容美人一笑很难得。",""
"一笑倾城","yī xiào qīng chéng","yi xiao qing cheng","形容女子的绝色。",""
"衣宵食旰","yī xiāo shí gàn","yi xiao shi gan","指天未明就穿衣起身，天黑了才进食。常用以称谀帝王勤于政事。",""
"语笑喧呼","yǔ xiào xuān hū","yu xiao xuan hu","大声说笑。同语笑喧哗”。",""
"语笑喧哗","yǔ xiào xuān huá","yu xiao xuan hua","大声说笑。",""
"语笑喧阗","yǔ xiào xuān tián","yu xiao xuan tian","形容许多人挤来挤去地大声说笑。",""
"一笑一颦","yī xiào yī pín","yi xiao yi pin","指脸上的表情。同一颦一笑”。",""
"雨消云散","yǔ xiāo yún sàn","yu xiao yun san","比喻消失得一干二净。",""
"一笑置之","yī xiào zhì zhī","yi xiao zhi zhi","笑一笑，就把它放在一边了。表示不当回事。",""
"一些半些","yī xiē bàn xiē","yi xie ban xie","形容极少。",""
"一泻百里","yī xiè bǎi lǐ","yi xie bai li","形容江河水势奔流直下，流得又快又远。同一泻千里”。",""
"一泻千里","yī xiè qiān lǐ","yi xie qian li","泻：水往下直注。形容江河奔流直下，流得又快又远。也比喻文笔或乐曲气势奔放。也形容价格猛跌不止。",""
"一泻万里","yī xiè wàn lǐ","yi xie wan li","形容江河水势奔流直下，流得又快又远。同一泻千里”。",""
"雨歇云收","yǔ xiē yún shōu","yu xie yun shou","比喻男女离散。",""
"以刑去刑","yǐ xíng qù xíng","yi xing qu xing","用刑罚遏止刑罚，意指从重量刑，使百姓畏惧而不敢犯法，以收到不用刑的效果。",""
"禹行舜趋","yǔ xíng shùn qū","yu xing shun qu","原指仅模仿圣贤之外表而不注意内在的品德修养◇亦用以形容举止循规蹈距。",""
"以刑致刑","yǐ xíng zhì xíng","yi xing zhi xing","对重罪施以轻刑，则罪犯无所畏惧，其结果将导致不断用刑。",""
"以刑止刑","yǐ xíng zhǐ xíng","yi xing zhi xing","犹以刑去刑。",""
"一行作吏","yī xíng zuò lì","yi xing zuo li","一经做了官。",""
"以小见大","yǐ xiǎo jiàn dà","yi xiao jian da","从小的可以看出大的，指通过小事可以看出大节，或通过一小部分看出整体。",""
"以郄视文","yǐ xì shì wén","yi xi shi wen","从缝隙里看杂色文采。比喻见识浅陋狭隘。郄，通隙”。",""
"衣绣夜行","yī xiù yè xíng","yi xiu ye xing","衣穿。绣锦绣。穿着精美鲜艳的锦绣衣服夜间上街行走。比喻人富贵以后不为人知。亦作衣锦夜游”、衣锦夜行”。",""
"衣绣夜游","yī xiù yè yóu","yi xiu ye you","比喻虽居官位，却不能使人看到自己的荣耀显贵。同衣绣夜行”。",""
"一席之地","yī xí zhī dì","yi xi zhi di","放一个席位的地方。比喻应有的一个位置。",""
"以心传心","yǐ xīn chuán xīn","yi xin chuan xin","佛教禅宗用语。指离开语文文字而以慧心相传授。",""
"一星半点","yī xīng bàn diǎn","yi xing ban dian","形容极少。",""
"一心同功","yī xīn tóng gōng","yi xin tong gong","同心协力，共赴事功。",""
"一心同归","yī xīn tóng guī","yi xin tong gui","齐心趋向同一目的。",""
"一心同体","yī xīn tóng tǐ","yi xin tong ti","犹言同心同德。指思想统一，信念一致。",""
"以心问心","yǐ xīn wèn xīn","yi xin wen xin","在心中自问自盘算。",""
"一心无二","yī xīn wú èr","yi xin wu er","指一心一意地做某种事情，没有杂念。",""
"依心像意","yī xīn xiàng yì","yi xin xiang yi","犹言称心如意。",""
"一心一德","yī xīn yī dé","yi xin yi de","大家一条心，为一个共同目标而努力。",""
"一心一腹","yī xīn yī fù","yi xin yi fu","指一条心。",""
"一心一计","yī xīn yī jì","yi xin yi ji","一心一意。",""
"一心一力","yī xīn yī lì","yi xin yi li","犹同心协力。团结一致，共同努力。",""
"一心一路","yī xīn yī lù","yi xin yi lu","犹一心一意。只有一个心眼儿，没有别的考虑。",""
"一心一意","yī xīn yī yì","yi xin yi yi","只有一个心眼儿，没有别的考虑。",""
"一熏一莸","yī xūn yī yóu","yi xun yi you","熏香草；莸臭草。比喻善常被恶所掩盖。",""
"一薰一莸","yī xūn yī yóu","yi xun yi you","薰：香草，比喻善类；莸：臭草，比喻恶物。薰莸混在一起，只闻到臭闻不到香。比喻善常被恶所掩盖。",""
"一息尚存","yī xī shàng cún","yi xi shang cun","息：呼吸，气息；尚：还。还有一口气。指生命的最后阶段。",""
"蚁穴坏堤","yǐ xué huài dī","yi xue huai di","比喻小事不注意，就会出大乱子。同蚁穴溃堤”。",""
"蚁穴溃堤","yǐ xué kuì dī","yi xue kui di","小小的蚂蚁窝，能够使堤岸溃决。比喻小事不注意，就会出大乱子。",""
"以血洗血","yǐ xuè xǐ xuè","yi xue xi xue","洗：洗雪。用仇敌的血来洗雪血仇。指杀敌报仇。",""
"以学愈愚","yǐ xué yù yú","yi xue yu yu","指用学习改变愚昧的秉性。",""
"蚁穴自封","yǐ xué zì fēng","yi xue zi feng","比喻以区区之地方自主独立。",""
"一息奄奄","yī xī yǎn yǎn","yi xi yan yan","只有微弱的一口气。形容垂死之状。",""
"一夕一朝","yī xī yī zhāo","yi xi yi zhao","一个晚上或一个早晨。形容很短的时间。同一朝一夕”。",""
"以牙还牙","yǐ yá huán yá","yi ya huan ya","用牙咬来对付牙咬。比喻针锋相对地进行回击。",""
"一言半辞","yī yán bàn cí","yi yan ban ci","指很少的一两句话。同一言半语”。",""
"一言半句","yī yán bàn jù","yi yan ban ju","指很少的一两句话。同一言半语”。",""
"一言半语","yī yán bàn yǔ","yi yan ban yu","指很少的一两句话。",""
"一言不发","yī yán bù fā","yi yan bu fa","一句话也不说。",""
"语焉不详","yǔ yān bù xiáng","yu yan bu xiang","指虽然提到了，但说得不详细。",""
"依样葫芦","yī yàng hú lu","yi yang hu lu","照别人画的葫芦的样子画葫芦。比喻单纯模仿，没有创新。同依样画葫芦”。",""
"渔阳鞞鼓","yǔ yáng pí gǔ","yu yang pi gu","指公元755年安禄山于渔阳举兵叛唐事。鞞鼓，骑兵用的小鼓◇亦用为外族侵略之典。",""
"渔阳鼙鼓","yǔ yáng pí gǔ","yu yang pi gu","渔阳：地名，现河北省蓟县，唐时安禄山驻军在此；鼙鼓：古代军中用的小鼓。渔阳郡响起了战鼓。指有战事发生。",""
